ORDER,Time,Location,"Type of bomb (Incendiary Bomb= IB Explosive Bomb= EB, COB= Crude Oil Bomb)",Damage or other details (All dimensions at in ft unless stated),lat,lng,geocoder_match,geocoder_source
437,18:30,"2-119 Elgar Street, Rotherhithe, SE16, London, UK",EB,Many buildings in this thoroughfare damage,51.49789800,-0.03574190,"2 Elgar St, London SE16 7QF, UK",Google
438,18:30,"591, Commercial Road, Stepney E1, London, UK",EB,Zenith Motor Works-A building of 2 floors and contents severely damaged.,51.51298030,-0.04188690,"591 Commercial Rd, Stepney Green, London E1 0HJ, UK",Google
439,18:30,"91 Shandy Street, Stepney, E1, London, UK",IB,House of 6 rooms and contents severely damaged,51.52072690,-0.04124800,"91 Shandy St, London E1 4ST, UK",Google
440,18:30,"83 Ernest Street, Stepney, E1, London, UK",IB,House of 8 rooms and contents severely damaged,51.52157140,-0.04201550,"83 Ernest St, London E1, UK",Google
441,18:30,"61 Ernest Street, Stepney E1, London, UK",IB,"House of 8 rooms and contents severely damaged. Roof off, front toom on 1st floor damaged",51.52157140,-0.04201550,"61 Ernest St, London E1, UK",Google
442,18:30,"15 Shandy Street, E1, London, UK",IB,House of 6 rooms and contents severely damaged. Front room on 1st floor severely damaged,51.52056970,-0.04239330,"e1, 15 Shandy St, London E1 4LX, UK",Google
443,18:30,"112 Harford Street, Stepney E1, London, UK",IB,House of 6 rooms and contents severely damaged,51.51996990,-0.03886340,"112 Harford St, London E1 4RL, UK",Google
444,18:30,"66 Shandy Street, Stepney E1, London, UK",IB,House of 6 rooms and contents severely damaged. Top floor and contents damaged,51.52033050,-0.04269880,"66 Shandy St, London E1 3NP, UK",Google
445,18:30,"91 Stebondale Street, Cubbitt Town, E14, London, UK",IB,house and shop and contents,51.49098690,-0.00815300,"91 Stebondale St, London E14, UK",Google
446,18:30,"St. John's  Church, Woodman Street, North Woolwich, E16, London, UK",IB,"Ecclesiastical Commissioners, One floor 100x 60, used as church and contents severely damaged.",51.50126590,0.06692530,"Woodman St & Church St, London E16 2NF, UK",Google
447,18:31,"116 Erlanger Road, Newcross, SE14, London, UK",IB,2x1 roof damage,51.46998720,-0.04643520,"116 Erlanger Rd, London SE14 5TJ, UK",Google
448,18:31,"102 Erlanger Road, Newcross, SE14, London, UK",IB,"House of 6 rooms, front rooms and contents severely damaged",51.47047260,-0.04659850,"102 Erlanger Rd, London SE14 5TH, UK",Google
449,18:31,"4 Brandham Road, Lee SE12, London, UK",EB ,Private house damaged 12 rooms,51.44933310,0.02048370,"Lee, London, UK",Google
450,18:31,"2 Brandham Road Lee SE12, London, UK",EB,Building and contents 80x40 used a garage severely damaged,51.44933310,0.02048370,"Lee, London, UK",Google
451,18:31,"1 Brandham Road Lee SE12, London, UK",EB,house of 13 rooms damaged,51.44933310,0.02048370,"Lee, London, UK",Google
452,18:32,"Dowanhill Road, Catford, SE6, London, UK",-,2x2 roadway damage,51.44012760,-0.00882650,"Dowanhill Rd, London SE6, UK",Google
453,18:32,"Berger Hall Empson Street, Bromley-by-Bow E3, London, UK",-,"Alarm caused by people trapped in air raid shelter, first aid redered by the Brigade, all persons accounted for",51.52782080,-0.01283730,"Bromley By Bow, London, UK",Google
454,18:32,"31, 33, and 35, Venue St, Poplar E14 , London, UK",EB,Three private houses of 6 rooms each and contents severely damaged,51.51902430,-0.01212300,"35 Venue St, London E14 6QA, UK",Google
455,18:32,"Venue Street, Tower Hamlets, London E14 6QA, London, UK",EB,23 buildings damaged. 6 persons severely injured,51.51902800,-0.01207280,"Venue St, London E14 6QA, UK",Google
456,18:33,"7 Birkhall Road, Catford SE6, London, UK",-,unexploded bomb on enclosed ground at rear of premises,51.43947060,-0.00389840,"7A Birkhall Rd, London SE6 1TF, UK",Google
457,18:33,"403-405 East India Dock Road, Poplar E14, London, UK",EB and IB,2 private houses of 8 rooms and contents severely damaged. Collapsed and fallen down.,51.51287440,-0.00020940,"403 E India Dock Rd, London E14 0GJ, UK",Google
458,18:34,"Shandy Street, E.1, London, UK",IB,1 x1 ft of tarmac destroyed,51.52030440,-0.04375520,"1 Shandy St, London E1 4LX, UK",Google
459,18:35,"Blackheath SE10, London, UK",IB,20x10 feet of GRASS burned on heath,51.48084960,-0.00292900,"London SE10, UK",Google
460,18:35,"Blackheath Hill, Blackheath Se10, London, UK",EB,South Met Gas Company: Gas destroyed and carriage way,51.47274910,-0.00858290,"Blackheath Hill, Blackheath, London SE10, UK",Google
461,18:36,"7 Braywood Road, Eltham SE9, London, UK",-,explosive bomb (unexploded) Yard damged.,51.45845780,0.08239530,"7 Braywood Rd, London SE9 2RH, UK",Google
462,18:36,"Mile End RD E, London, UK",IB,2x2 ft of roof dmamged,51.52250740,-0.04184500,"Mile End Rd, London, UK",Google
463,18:36,"Narrow Street, Stepney E1, London, UK",IB,A building of 4 floors about 80x 60 ft of which 1/2 of and contents severely damaged,51.50943900,-0.03582270,"Narrow St, London E14, UK",Google
464,18:37,"Ormside Street, Camberwell, SE15, London, UK",IB,"Building of 3 floors 60x60, owned by Durling, West and Durling Ltd. Severley damaged. ",51.48311010,-0.05562800,"Ormside St, London SE15, UK",Google
465,18:37,"65 Drakefell Road, Brokeley, SE4, London, UK",IB,Front room on 1st floor severely damaged,51.46635300,-0.04547680,"65 Drakefell Rd, London SE14, UK",Google
466,18:37,"Sheridan Street Stepney E1, London, UK",EB and IB,Minor fire and explosion damage,51.52222540,-0.04915740,"Stepney, London E1, UK",Google
467,18:39,"150 Erlanger Road, Newcross, SE14, London, UK",IB,2x2 roof damage,51.46926990,-0.04624230,"150 Erlanger Rd, London SE14 5TJ, UK",Google
468,18:39,"Shadwell Lane, Stepney E1, London, UK",IB,"Part of top floor of flats Nos. 51-75 and 70-75, severely damaged",51.51171680,-0.05504530,"Shadwell Pl, London E1, UK",Google
469,18:40,"63 Cressingham Road, Lewisham, SE13, London, UK",IB,Private house damaged,51.46475240,-0.00767180,"63 Cressingham Rd, Blackheath, London SE13 5AQ, UK",Google
470,18:40,"64 Wickham Road, Brockley, SE4, London, UK",IB,Back room on 1st floor and contents damaged,51.46449100,-0.03214150,"64 Wickham Rd, London SE4 1LS, UK",Google
471,18:40,"24 Oldfield Road, Rotherhithe, SE16, London, UK",Eb,6 houses damaged and fallen down,51.49057050,-0.04651960,"24 Oldfield Grove, London SE16 2TA, UK",Google
472,18:40,"13 Pedro St, Clapton E5, London, UK",IB,6 x 4ft of roof and joisting damaged in scullery on ground floor,51.55621430,-0.04028800,"13 Pedro St, Lower Clapton, London E5 0BQ, UK",Google
473,18:40,"St Leonard's Avenue, Poplar E14, London, UK",IB,A number of IB bombs burned out on road,51.52602710,-0.01153820,"St Leonard's St, London E14, UK",Google
474,18:40," Millwall Recreation Ground, E14, London, UK",EB,30x30 asphalt pavement damage,51.51092940,-0.01656360,"Poplar Recreation Ground / Poplar Station (Stop E), London E14 0AE, UK",Google
475,18:40,"Globe Rope Works, East Ferry Road, , Millwall E14, London, UK",EB,200x30 building with machiner room and contents damaged,51.49352160,-0.01444010,"E Ferry Rd, London E14, UK",Google
476,18:40,"A Yard Millwall Docks, E14, London, UK",EB & IB,"Port of London Authority. No, 4, 4a and 5 warehouses, each of two floors and 400x60 damaged with contents.",51.49890920,-0.02455190,"London E14 8LH, UK",Google
477,18:41,"Cantrell Road, E3, London, UK",IB,1 x 1 ft of tarmac slightly damaged,51.52167350,-0.02685580,"Cantrell Rd, London E3, UK",Google
478,18:42,"Yeoman Street, Deptford SE8, London, UK",Crude oil bomb,20x10 roadways damage,51.49170780,-0.03961320,"Yeoman St, London SE8, UK",Google
479,18:43,"31 Preston Street, Bethnal Green, E2, London, UK",IB,"Front room on 1st floor and contents damaged, roof part off (4x3)",51.54797940,-0.24927580,"31 Preston Gardens, London NW10 9EJ, UK",Google
480,18:44,"Vesey Street, Poplar E14, London, UK",IB,A number of IB bombs burned out on road,51.51057620,-0.01342260,"Vesey Path, London E14, UK",Google
481,18:45,"Brunswick Square, WC1, London, UK",EB,back room of 5th floor and contents slihghtly damaged 2x1 roof damage,51.52423560,-0.12258320,"Brunswick Square, London WC1N, UK",Google
482,18:45,"Brunswick Square, WC1, London, UK",EB,2x2 roadway damage and some buildings lightly damaged,51.52423560,-0.12258320,"Brunswick Square, London WC1N, UK",Google
483,18:45,"Tamar Street, Charlton, SE7, London, UK",EB ,30x20 of roadway and paving severely damaged,51.49229020,0.04530830,"Tamar St, London SE7, UK",Google
484,18:45,"Holbeach Road Catford, SE6, London, UK",-,2x2 pavement damage,51.44727080,-0.02208180,"Holbeach Rd, London SE6, UK",Google
485,18:45,"Catford Greyhound Staium, Catford SE6, London, UK",-,Falling Shrapnel,51.43620680,-0.01754870,"London SE6, UK",Google
486,18:45,"Mountsfeild park, Catford SE6, London, UK",-,unexplodedbomb on enclosed ground at rear of premises,51.44741760,-0.00955650,"Mountsfield Park, The Lodge, Stainton Rd, London SE6 1AN, UK",Google
487,18:45,"7, King John Street, Poplar, Greater London, E1 3, London, UK",IB,Water Closet and contents slightly damaged. 2 x 1 ft of roof by breakage in yard,51.51755900,-0.04384140,"King John St, Stepney Green, London E1, UK",Google
488,18:46,"276 Newcros Road, Newcross SE14, London, UK",IB,2x2 damage,51.47511190,-0.03945500,"276 New Cross Rd, London SE14, UK",Google
489,18:46,"131, St Leonards Street, Leonards RD, Poplar, E14, London, UK",IB,Pawnbrokers- Shop and house of 7 rooms about 5/6 and contents severely damaged.,51.51543860,-0.01106820,"St. Leonards Rd, London E14, UK",Google
490,18:47,"Deptford Church Street, SE8, London, UK",IB,Southern Rail. Railway arch damaged,51.47783320,-0.02277760,"Deptford Church St, London SE8, UK",Google
491,18:47,"Emmott Street E1, London, UK",IB,1 x 1 ft of tarmac damaged,51.52203450,-0.03758920,"Emmott Cl, London E1, UK",Google
492,18:47,"Molassine Wharf, Greenwich, SE, London, UK",Unknown enemy action,"Tow dumb barges, damaged and sunk",51.48084960,-0.00292900,"London SE10, UK",Google
493,18:47,"Molassine Wharf, Greenwich, SE, London, UK",Unknown enemy action,Two dumb barges damaged,51.48084960,-0.00292900,"London SE10, UK",Google
494,18:47,"A Yard Millwall Docks, E14, London, UK",EB,"Port of London Authority. ""A"" Shed, awarehouse of two floors 400x60 damaged",51.49890920,-0.02455190,"London E14 8LH, UK",Google
495,18:50,"Newcross Gate Railway Station, Newcross, SE14, London, UK",EB,"Owned by Southern Railway, booking hall, platform and a building damaged by explosion",51.47503680,-0.04034210,"New Cross Gate, New Cross Rd, London SE14 6AR, UK",Google
496,18:50,"1-6 Old Field Road, Rotherine, Se16, London, UK",EB,6 houses damaged ,51.49085480,-0.04675260,"1 Oldfield Grove, London SE16 2NA, UK",Google
497,18:50,"103 Skidmore Street, Stepney E1, London, UK",IB,"House of 6 rooms. Back room and contents, severely damaged.",51.52222540,-0.04915740,"Stepney, London E1, UK",Google
498,18:50,"30 East Ferry Road, Cubitt Town, E14, London, UK",IB,"Shop and house of 6 rooms, and contents damaged",51.49889490,-0.01059610,"30 E Ferry Rd, London E14 3LA, UK",Google
499,18:51,"Grace Street, Bromley, E3, London, UK",IB,"Starch Manufacturers. Range of buildings of 1-2 floors, covering 2 acres. 2/3 severely damaged",51.52637800,-0.01319930,"Grace St, London E3, UK",Google
500,18:51,"14 Talwin Street, Bromley E3, London, UK",IB,"Private house of 8 rooms severely damaged, part of roof off",51.52561850,-0.01257390,"14 Talwin St, London E3, UK",Google
501,18:51,"16 Talwin Street, Bromley, E3, London, UK",IB,"Private house of 8 rooms severely damaged, part of roof off",51.52517270,-0.01494570,"16 Talwin St, London E3 3NP, UK",Google
502,18:52,"63 Stebondale Street, Cubitt Town, E14, London, UK",IB,Front room on 1st floor and contents damaged. ,51.49036270,-0.00845910,"63 Stebondale St, London E14 3BX, UK",Google
503,18:52,"Glengall Grove, E14, London, UK",EB,60x60 of roadway damaged,51.49565560,-0.01240220,"Glengall Grove, London E14, UK",Google
504,18:52,"174 Glengall grove, Cubitt Town, E14, London, UK",EB,"Off licence. Building of 3 floord 60x20 , used as dwelling and store, contents severly damaged.",51.49614380,-0.01360070,"174 Glengall Grove, London E14, UK",Google
505,18:52,"172 Glengall Grove Cubitt Town, E14, London, UK",EB,"Tobacconist, Shop and house of 6 rooms, damaged.",51.49614380,-0.01360070,"172 Glengall Grove, London E14, UK",Google
506,18:55,"Alfred Street, Bow, E3, London, UK",IB,Back room on 2nd floor and contents slightly damaged. Roof by breakage,51.52822620,-0.02617280,"Alfred St, Bow, London E3, UK",Google
507,18:55,"26 Ely Terrace, Stepney E1, London, UK",IB,"Front room on 1st floor and contents damaged, roof part off",51.51865810,-0.10711280,"26 Ely Pl, London EC1N 6TD, UK",Google
508,18:56,"Heybridge Avenue, SW16, London, UK",IB,10x10 grass damage,51.41906030,-0.12261820,"Heybridge Ave, London SW16, UK",Google
509,18:57,"176, Glengall Grove, Cubitt Town, E14, London, UK",EB,"6 houses, 6 rooms each damaged.",51.49614380,-0.01360070,"176 Glengall Grove, London E14, UK",Google
510,18:57,"171 Stebondale Street, Cubitt Town, E14, London, UK",EB,8 houses 6 rooms each and contents damaged,51.49098690,-0.00815300,"171 Stebondale St, London E14, UK",Google
511,18:57,"124 Stebondale Street, Cubitt Town, E14, London, UK",EB,11 houses of 6 rooms ad contents damaged,51.49104640,-0.00789180,"124 Stebondale St, London E14, UK",Google
512,18:58,"Purcell Place, Hackney, E9, London, UK",IB,Front room on first floor and contents slightly damaged. 4x 2ft of roof by breakage,51.53269320,-0.08149010,"Purcell St, London N1, UK",Google
513,18:59,"Commercial RD, E, London, UK",IB,2x 1 ft of paving damaged ,51.51360930,-0.04925800,"Commercial Rd, London, UK",Google
514,19:00,"171, St. Asaph's Road, Brokerly SE4, London, UK",IB,6x4 roof damage,51.46425460,-0.04107440,"171 St Asaph Rd, London SE4 2DY, UK",Google
515,19:00,"28 Harcourt Road, Brockley, SE4, London, UK",IB,Back room on 1st floor and contents damaged,51.46173220,-0.03670660,"28 Harcourt Rd, London SE4 2AJ, UK",Google
516,19:00,"Amesbury Avenue, Streatham, SW16, London, UK",IB,Anti- aircraft shell unexploded. And 2x2 roadway damaged,51.43790890,-0.12158250,"Amesbury Ave, London SW2, UK",Google
517,19:00,"Bancroft Rd, Tower Hamlets, London E1, London, UK",IB,2 x 1ft of tarmac damaged,51.52490050,-0.04393240,"Bancroft Rd, Bethnal Green, London E1, UK",Google
518,19:00,"86 Ernest Street, Stepney E1, London, UK",IB,Back room on 2nd floor and contents damaged. 3x4 room damaged.,51.52157140,-0.04201550,"86 Ernest St, London E1, UK",Google
519,19:00,"Pier Road, North Woolwich, E16, London, UK",EB & IB,London and North Eastern railway. 60x20x10 stack of coal 6 railway trucks and content severely damaged,51.50042580,0.06332930,"Pier Rd, London E16, UK",Google
520,19:01,"Wearside Road, Lewisam, SE13, London, UK",IB,IB on enclosed ground ,51.45706680,-0.01611410,"Wearside Rd, London SE13, UK",Google
521,19:01,"Furze Street E3, London, UK",IB,2x1 ft of tarmac damaged,51.51781170,-0.02149430,"Furze St, London E3, UK",Google
522,19:03,"Eaton Place E9, London, UK",IB,"Front room on 1st floor and contents damaged by fire. 4x2 ft of roof by breakage, ceiling and contents under by water.",51.49674940,-0.15324650,"Eaton Pl, London SW1, UK",Google
523,19:05,"Silk Mills Path, Lewisham SE13, London, UK",EB,"Broadway Press, Ltd. Printers. Machine room, storage, roof damaged 200x150",51.46551710,-0.01175900,"Silk Mills Path, London SE13, UK",Google
524,19:05,"86 Ernest Street, Stepney E1, London, UK",IB,"Front room on 1st floor and contents damaged, roof part off (4x3)",51.52157140,-0.04201550,"86 Ernest St, London E1, UK",Google
525,19:06,"60 Buckhill Road, Eltham, SE9, London, UK",-,explosive bomb (unexploded) Yard damged.,51.45063380,0.05708620,"Eltham, London SE9, UK",Google
526,19:06,"Canadian Produce Warehouse, Swedish Yard, Surrey, Commercial Docks, SE16, London, UK",Crude oil bomb,Port of London Authority. 300x100 six floor building. Station Officer H. W. Knightand one fireman killed by high explosive bomb the next day while attending to this fire.,51.50721780,-0.12758620,"London, UK",Google
527,19:07,"55, Glengarnock Avenue, Cubitt town E14, London, UK",IB,"A house of 6 rooms, upper part and contents severely damaged",51.48936730,-0.00689070,"55 Glengarnock Ave, London E14 3DR, UK",Google
528,19:07,"45, Glengarnock Avenue, Cubitt town E14, London, UK",IB,"A house of 6 rooms, upper part and contents severely damaged",51.48935380,-0.00826700,"45 Glengarnock Ave, London E14 3BP, UK",Google
529,19:07,"34, Glengarnock Avenue, Cubbit town E14, London, UK",IB,A timber shed building about 12x 10 feet  used as store and contents severely damaged,51.48925230,-0.00778480,"34 Glengarnock Ave, London E14 3BP, UK",Google
530,19:07,"1 Pennyfields, London, UK
Poplar, London E14 8, London, UK",EB,Port of London Authority-About 60x40 ft of paving and some railway track damaged by explosion on dockside,51.50968880,-0.02497590,"LA'CHI, 1 Pennyfields, London E14 8HP, UK",Google
531,19:08,"Manchester Road, Cubitt Town E14, London, UK",IB,Builders and Contractors- Some stock in yard and motor lorry damaged,51.49447190,-0.00849490,"Manchester Rd, London E14, UK",Google
532,19:10,"Hornlane East, Greenwich SE10, London, UK",EB,Southern rail. 30 ft roadway damaged,51.48835070,0.01801860,"Horn Ln, London SE10, UK",Google
533,19:10,"Commercial RD, E, London, UK",IB,"Zenith Garage-  Range of buildings of one and two floors about 90x 70ft, used as garage, offices and store. About 1/2 of contents severely damaged. Most part of roofs off.",51.51360930,-0.04925800,"Commercial Rd, London, UK",Google
534,19:10,"Glenarm Road, Clapton, E5, London, UK",EB,Roadway and 4 private houses damaged,51.55299250,-0.04655950,"Glenarm Rd, Lower Clapton, London E5, UK",Google
535,19:11,"Butcher Row. Cable Street- Stepney E1, London, UK",EB,"Cider factory-A building of one floor used as workshops, offices and stores severely damaged.",51.51167060,-0.04209450,"Cable St & Butcher Row, London E1W 3EP, UK",Google
536,19:13,"Belford Grove, Woolwich, SE18, London, UK",-,Suspected unexploded bomb,51.48811060,0.06063400,"Belford Grove, London SE18, UK",Google
537,19:13,"Parry Place Woolwich Se18, London, UK",-,Suspected unexploded bomb,51.49038440,0.07207390,"Parry Pl, London SE18, UK",Google
538,19:13,"Burrage Road SE18, London, UK",-,Suspected unexploded bomb,51.48645350,0.07354380,"Burrage Rd, London SE18, UK",Google
539,19:13,"Corborn Street, London, E3 2AB, London, UK",IB,2x1 paving damage,51.52787340,-0.02970290,"Coborn St, Bow, London E3 2AB, UK",Google
540,19:14,"50 Ordnance Crescent, Greenwich SE10, London, UK",IB,Back room on 1st floor and contents damaged,51.50095220,-0.00044200,"50 Ordnance Cres, London SE10, UK",Google
541,19:15,"Canada yard, Surrey, Commercial Docks, SE16, London, UK",Crude oil bomb,""""" Timber yard 1 1/2 acre damaged. ",51.49897140,-0.04534560,"Canada St, London SE16, UK",Google
542,19:16,"40 and 42 Blackthorn Street Bow, E3, London, UK",EB,2 private houses damaged,51.52076730,-0.02044450,"42 Blackthorn St, London E3, UK",Google
543,19:17,"Folly House Barge Roads, Blackwall Reach, E, London, UK",IB,Seven dumb barges and contents severely damaged,51.50875270,-0.00672160,"1A Prestage Wy, Blackwall, London E14 9QE, UK",Google
544,19:19,"Barnes Street. Redmond Lane. Old Church Road. Head Street. Caroline Street- Stepney E1, London, UK",EB and IB,Minor fire and explosion damage,51.51396450,-0.04514430,"Old Church Rd, Stepney Green, London E1, UK",Google
545,19:20,"Princes Rise, Lewisham, SE13, London, UK",IB,3x2 carriage way damaged,51.46822260,-0.01014870,"Princes Rise, London SE13, UK",Google
546,19:20,"Lewisham Hill, Lewisham SE13, London, UK",EB,South Met Gas Company: Gas destroyed and carriage way (20x20),51.46766000,-0.00912010,"Lewisham Hill, London SE13, UK",Google
547,19:20,"Durham Row, Tower Hamlets London E1 ONP, London, UK",IB,4x3 roof damage,51.51740860,-0.04063640,"Durham Row, London E1, UK",Google
548,19:25,"19 Boyne Road, Lewisham, SE13, London, UK",-,2x2 roadway damage,51.46421270,-0.00805480,"19 Boyne Rd, Blackheath, London SE13 5AL, UK",Google
549,19:25,"Upper Quebec Yard, Surrey, Se16, London, UK",Crude oil bomb,"Timber storage covering 2 acres, damaged. ",51.49847190,-0.04185420,"Quebec Way, London SE16, UK",Google
550,19:25,"102 West Ferry Road, Millwall E14, London, UK",IB and EB,"Wharfingers-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.49829000,-0.02589760,"102 Westferry Rd, London E14 8JE, UK",Google
551,19:25,"102 West Ferry Road, Millwall E14, London, UK",IB and EB,"General Merchants-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.49829000,-0.02589760,"102 Westferry Rd, London E14 8JE, UK",Google
552,19:25,"104 West Ferry Road, Millwall E14, London, UK",IB and EB,"Millwall Ingot Metals Ltd-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.49829000,-0.02589760,"104 Westferry Rd, London E14 8JE, UK",Google
553,19:25,"Glengall Wharf, Millwall E14, London, UK",IB and EB,"Thames Oil Wharf-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.48258100,-0.07230440,"Glengall Wharf Garden, 64 Glengall Rd, London SE15 6NF, UK",Google
554,19:25,"Union Road, Millwall E14, London, UK",IB and EB,"Beer Retailer-A range of buildings of 1, 2 and 3 floors covering an area of about 650x 450 feet used as machine rooms, workshops, sorting rooms, offices dwelling and store. About 2/3 and contents, some stock in yard, including 3 motor lorries severely damaged.",51.46971190,-0.13193520,"Union Rd, London, UK",Google
555,19:25,"Lying at Lollar Wharf, London, UK",IB and EB,About 6 dumb barges and contents severely damaged,51.50543060,-0.02353330,"Canary Wharf, London E14, UK",Google
556,19:30,"Hutchings Wharf, Hutchings street, West Ferry Road, Millwall E14, London, UK",IB,Walkers Wharfage and Haulage Co.-A building of one floor about 60x 40 ft used as store and contents and come stock in yard slightly damaged.,51.49894990,-0.02643050,"Hutchings Wharf, 1 Hutching's St, London E14 8JY, UK",Google
557,19:30,"Pelican Passage, Cambridge Heath Road, E1, London, UK",EB,Cambridge Warehouse Co. (General Merchants)150x100 four floor building used as stores. Ground and 1st severely damaged.,51.52402090,-0.05489870,"Cambridge Heath Rd & Pelican Passage, London E1 5QJ, UK",Google
558,19:35,"Whitman Road, Bow E3, London, UK",IB,2x1 paving damage,51.52462020,-0.03708890,"Whitman Rd, London E3, UK",Google
559,19:36,"Walker Street, E14, London, UK",IB,2x1 paving damage,51.46456400,-0.21616800,"Walker's Pl, London SW15, UK",Google
560,19:43,"3 Orchard Place, Blackheath, SE3, London, UK",IB,2x1 roof damage,51.46863580,-0.00214090,"3 The Orchard, Blackheath, London SE3 0QU, UK",Google
561,19:45," Walter Terrace, Poplar, Greater London, E1 , London, UK",IB,Back room on 1st floor damaged. ,51.51579460,-0.04367660,"Walter Terrace, Stepney Green, London E1, UK",Google
562,19:46,"198 Lewisham High Street, Lewisham, SE13, London, UK",-,Electric cables burned in debris,51.45934060,-0.01197930,"198 Lewisham High St, London SE13 6LG, UK",Google
563,19:47,"Canada yard, Surrey, Commercial Docks, SE16, London, UK",IB,Range of sheds with timbers covering 2 acres are damaged and falled down.,51.49897140,-0.04534560,"Canada St, London SE16, UK",Google
564,19:51,"Otis Street, Bromley, E3, London, UK",IB,Gas and water leakage in street,51.52707440,-0.01016110,"Otis St, London E3, UK",Google
565,19:53,"Trinity Wharf, Rotherhithe Street S.E.16, London, UK",IB,5 dumb barges unladen damaged,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
566,19:53,"Trinity Wharf, Rotherhithe Street S.E.16, London, UK",IB,2 dumb barges and contents damaged by fire and sunk,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
567,19:53,"Trinity Wharf, Rotherhithe Street S.E.16, London, UK",IB,dumb barge and contents damaged by fire and sunk,51.50439330,-0.04576960,"Rotherhithe St, London SE16, UK",Google
568,20:00,"38 Collent Street, E9, London, UK",IB,Back room on ground floor damaged. ,51.54400360,-0.04748900,"38 Collent St, London E9, UK",Google
569,20:01,"Aberdeen Wharf 94 \Wapping High Street, Tower Hamlets, London E1W 2ND, London, UK",EB,dumb barge damaged by explosion and sunk,51.50322230,-0.05872910,"Aberdeen Wharf, 94 Wapping High St, London E1W 2ND, UK",Google
570,20:01,"St. Leonard's Street, Bromley E3, London, UK",IB,Gas leakage in street,51.52763080,-0.01333800,"St Leonard's St, London, UK",Google
571,20:03,"St. Paul's Way, E3, London, UK",IB,2x1 paving damage,51.51755820,-0.02829130,"St Paul's Way, London E3, UK",Google
572,20:05,"Rhodeswell Road, E, London, UK",IB,2x1 paving damage,51.51647070,-0.03324130,"Rhodeswell Rd, London, UK",Google
573,20:10,"Timothy Road, Poplar, Greater London E3 4, London, UK",IB,2x1 paving damage,51.52814830,-0.02054160,"London E3, UK",Google
574,20:15,"Cavell Street- Stepney E1, London, UK",EB and IB,Minor fire and explosion damage,51.51692610,-0.05720040,"Cavell St, London E1, UK",Google
575,20:26,"307 Stepney Way E1, London, UK",IB,Back room on 2nd floor and contents damaged,51.51672340,-0.04535130,"307 Stepney Way, Stepney Green, London E1 3DH, UK",Google
576,20:35,"391 Mile End Road, E, London, UK",EB,Buildings and contents severely damaged,51.52516710,-0.03519290,"391 Mile End Rd, Bow, London E3 4QS, UK",Google
577,20:37,"Surbartic House, Larkhall lane, Clapham, SW4, London, UK",IB,IB in yard,51.47070060,-0.13171590,"Larkhall Ln, London SW4, UK",Google
578,20:38,"Folly House Buoy, Blackwall Reach, E, London, UK",IB,2 dumb barges damaged ,51.50875270,-0.00672160,"1A Prestage Wy, Blackwall, London E14 9QE, UK",Google
579,20:39,"Girdlers Road West Kensington w14, London, UK",EB,"Roadway, Pavement, 4 inch gas main, a house and it's contents damaged",51.49581870,-0.21669330,"Girdlers Rd, London W14, UK",Google
580,20:40,"121 Vauxhall Bridge Road, Pimlico SW1, London, UK",IB,3x2 of flooring damage front room and 3rd floor also damaged,51.49231420,-0.13706010,"121 Vauxhall Bridge Rd, London SW1V 2SP, UK",Google
581,20:40,"65 Effra Road, Brixton SW2, London, UK",IB,London County Council Architects Department. IB burned out in garden,51.45696750,-0.11321210,"Mosaic Clubhouse, 65 Effra Rd, London SW2 1BZ, UK",Google
582,20:41,"Summerley Street, Wandworth, SW18, London, UK",IB,Southern trains 1x1 of deck planking damaged on bridge,51.44059880,-0.18859300,"Summerley St, London SW18, UK",Google
583,20:42,"61 Cleaver Street, SE11, London, UK",IB,IB in yard,51.48799030,-0.10952360,"61 Cleaver St, London SE11 4EA, UK",Google
584,20:42,"5 Ethelred Strret SE11, London, UK",IB,Minor fire and explosion damage,51.49145140,-0.11585130,"Lambeth, London SE11 6HU, UK",Google
585,20:43,"Caldecot Road, Camberwell, SE5, London, UK",IB,"London County Council. 85 ""U"" sub-station 2x1 tar damaged",51.46972830,-0.09424220,"Caldecot Rd, London SE5, UK",Google
586,20:43,"31a Morecambe Street , SE17, London, UK",Eb,Shop and house of 8 rooms damaged,51.48973720,-0.09271090,"31 Morecambe St, London SE17 1DX, UK",Google
587,20:43,"Browning Street, King and Queen Street, SE17, London, UK",EB,Shop and house of 3 rooms damaged,51.49016180,-0.09441880,"King and Queen St & Browning St, London SE17 1EH, UK",Google
